fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_fischbachm,results_petersonc,results_johnsons,results_andersonr,results_absentee_fischbachm,results_absentee_petersonc,results_absentee_johnsons,results_absentee_andersonr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
27127,Redwood,8177,0,43,43,Merged into voters' home precincts and released with cumulative results,100,8177,>98%,>98% reported,edison,10,all,1556,4905,2759,376,137,0,0,0,0,2020-11-27T03:49:05Z,26.24434,R+26,Fischbach +26,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27129,Renville,8035,0,38,38,Merged into voters' home precincts and released with cumulative results,100,8035,>98%,>98% reported,edison,10,all,1440,4112,3379,409,135,0,0,0,0,2020-11-27T03:50:10Z,9.12259,R+9,Fischbach +9,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27135,Roseau,8333,0,44,44,Merged into voters' home precincts and released with cumulative results,100,8333,>98%,>98% reported,edison,10,all,1517,5133,2799,314,87,0,0,0,0,2020-11-27T03:52:53Z,28.00912,R+28,Fischbach +28,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27143,Sibley,8292,0,25,25,Merged into voters' home precincts and released with cumulative results,100,8292,>98%,>98% reported,edison,10,all,1125,4959,2732,450,151,0,0,0,0,2020-11-27T03:56:34Z,26.85721,R+27,Fischbach +27,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27145,Stearns,16080,0,18,18,Merged into voters' home precincts and released with cumulative results,100,16080,>98%,>98% reported,edison,10,all,12584,10807,4412,609,252,0,0,0,0,2020-11-27T03:57:45Z,39.7699,R+40,Fischbach +40,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27149,Stevens,5033,0,26,26,Merged into voters' home precincts and released with cumulative results,100,5033,>98%,>98% reported,edison,10,all,1073,2490,2254,199,90,0,0,0,0,2020-11-27T03:59:28Z,4.68905,R+5,Fischbach +5,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27151,Swift,5144,0,30,30,Merged into voters' home precincts and released with cumulative results,100,5144,>98%,>98% reported,edison,10,all,825,2497,2371,208,68,0,0,0,0,2020-11-27T04:00:21Z,2.44946,R+2,Fischbach +2,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27153,Todd,13002,0,40,40,Merged into voters' home precincts and released with cumulative results,100,13002,>98%,>98% reported,edison,10,all,2151,8277,3854,612,259,0,0,0,0,2020-11-27T04:01:05Z,34.01784,R+34,Fischbach +34,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27155,Traverse,1821,0,20,20,Merged into voters' home precincts and released with cumulative results,100,1821,>98%,>98% reported,edison,10,all,405,885,825,78,33,0,0,0,0,2020-11-27T04:02:01Z,3.29489,R+3,Fischbach +3,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27167,Wilkin,3406,0,32,32,Merged into voters' home precincts and released with cumulative results,100,3406,>98%,>98% reported,edison,10,all,645,1631,1555,167,53,0,0,0,0,2020-11-27T04:07:16Z,2.23136,R+2,Fischbach +2,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
27173,Yellow Medicine,5476,0,30,30,Merged into voters' home precincts and released with cumulative results,100,5476,>98%,>98% reported,edison,10,all,980,2989,2129,284,74,0,0,0,0,2020-11-27T04:23:33Z,15.70489,R+16,Fischbach +16,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,363114,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1312,1312,100% reporting,100%,100,363114,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-27T04:56:48Z,TRUE,13.55635,49225,R+14,Fischbach +14,republican,TRUE,7,0,1604471873290
